timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769458067.0555685,SENT,9a5e1c2c-01ed-464f-a841-46e0c8df7cd9,8ecb047b-a355-4e18-a374-64cb86842db8,c5,DROP,2019,?,p2,
1769458067.0556924,CREATED,eb8907a3-c8d0-4584-a269-ad4d4cf7e0f8,b39b3851-ea9b-4e60-9c1e-34bf1dc9ea65,c5,DROP,27,?,?,
1769458067.8114648,SENT,3703b30b-820b-4557-9fce-7a3e4adf0101,daa386b9-9caa-4c9e-9485-058df4fa79ca,c5,c3,3363,?,p2,
1769458067.8116,CREATED,14c4e70b-fdf9-46ad-9cea-ef0f4cf95b0e,54120853-d6a2-40da-a24b-a27624723fae,c5,c3,27,?,?,surb={'id': '6bae62de-badb-4ebd-b1d7-bf3fdf67c266', 'route': ['p3', 'e2', 'i4', 'x12', 'p2', 'c5']}
1769458067.952656,SENT,44327d44-da77-4f3d-a219-063415956ea3,9f4fb536-7ca2-4630-b0ce-daee709bdde9,c5,DROP,2045,?,p2,
1769458067.952893,CREATED,2d318a06-6314-4d26-9dc4-a007c2cbf720,fe3557e0-d35c-4801-a95e-54aebab10cb8,c5,DROP,27,?,?,
1769458068.340699,SENT,bb235ae1-48d9-487a-a01e-8126e53b40be,b33b47ab-f0cc-4aeb-933f-3ac3390eeb8f,c5,c3,3393,?,p2,
1769458068.3408291,CREATED,5f1feb34-efbe-41b3-9cf2-3530bd9b36d1,39f80922-a36f-414b-9482-ef9fae600266,c5,c3,27,?,?,surb={'id': '377c80e9-22fa-4029-958e-ddf7e41b0361', 'route': ['p3', 'e1', 'i8', 'x2', 'p2', 'c5']}
1769458068.7414098,SENT,cff63c31-54d9-49e8-9a91-fd4ef5ec4c93,8ba793df-7840-487f-8613-79a0bd26ed05,c5,c3,3376,?,p2,
1769458068.7415564,CREATED,9d9ffe56-0536-4dfa-a93a-8b57d6b8154a,4c92e29b-289f-4bb9-a162-ee94b6c92ca1,c5,c3,27,?,?,surb={'id': '80d04c36-9072-4e7f-b3d8-87860677568d', 'route': ['p3', 'e8', 'i6', 'x4', 'p2', 'c5']}
1769458069.1548486,SENT,236fa729-d9af-4686-9671-b3e468a13411,38382256-86bb-487f-b875-8ececc733f5e,c5,c3,3390,?,p2,
1769458069.1549752,CREATED,c3a4f805-1a93-46c4-ae26-c9b7865a549d,abeb641b-e87b-40f1-ba32-62bca8d86b12,c5,c3,27,?,?,surb={'id': '2683aa60-8a2c-4655-8715-bec00256dec7', 'route': ['p3', 'e8', 'i6', 'x11', 'p2', 'c5']}
1769458069.3840802,SENT,22d36db0-7581-43b1-91df-ae7285ef9dcd,74a32689-4e35-47df-8a65-264dd3a36055,c5,c3,3377,?,p2,
1769458069.384231,CREATED,6008b788-5db0-41e9-9ba5-4c7bc9fa9d40,2462a5c5-5cc0-479f-bbff-467c7bbd9e72,c5,c3,26,?,?,surb={'id': '46f6fa85-5e9f-4185-8bd4-b2634a06f1f3', 'route': ['p3', 'e11', 'i5', 'x6', 'p2', 'c5']}
1769458070.0593452,RECEIVED,67024d84-b4af-419a-ba60-12c6677d8d5e,44de9624-06ec-42b3-bd58-6dba4331e189,c1,c5,25,p2,?,surb={'id': '219b2070-8205-4702-a45f-d0761a7ccc1d', 'route': ['p2', 'e6', 'i1', 'x1', 'p1', 'c1']}
1769458070.2497146,SENT,96d7341a-dde2-4f66-9541-8542163da18c,8e798c71-f6dd-4cca-8685-64a4a718568c,c5,c3,3389,?,p2,
1769458070.2498431,CREATED,0f0cfdd4-4ddb-4d7d-b837-7aa5946ba633,0929339d-90f6-426a-821e-dd363fe7b839,c5,c3,26,?,?,surb={'id': '5f9d3105-100d-45f4-836d-47da08d9f69f', 'route': ['p3', 'e8', 'i8', 'x8', 'p2', 'c5']}
1769458070.4416597,SENT,8b7884e5-4a15-452d-88d2-60dfb93a13d2,3d028c51-99bf-43f5-a856-f456d8034e9b,c5,c3,3383,?,p2,
1769458070.4418042,CREATED,07113288-9088-40fe-8f85-39e5e31dfdae,a627774a-0189-4434-b39c-3c1d04ba93ac,c5,c3,27,?,?,surb={'id': '14e609a1-0409-4064-abb9-136aebe9c865', 'route': ['p3', 'e5', 'i6', 'x8', 'p2', 'c5']}
