DEBUG RUN.PY: Loaded Config Features: {'retransmission': True, 'path_reestablishment': True, 'backup_mixes': False, 'parallel_paths': False, 'anonymous_return_addresses': True, 'layered_encryption': True, 'mock_encryption': True, 'dummy_traffic': False}
DEBUG: Creating log file at logs/Testrun_20260130_000248_04_path_reestablishment_short/c2.log
DEBUG: Reliability Thread STARTING
DEBUG: Monitor Loop ENTERED
DEBUG: Tracking packet 8354bd0b-9c91-4a3a-a5cf-a3cdd93e2f4a
DEBUG: Tracking packet 94741dc3-45d6-4b8a-8ad1-58a4dfab3006
DEBUG: Tracking packet 8878b53e-67ae-45e2-88f0-523dc5c81620
DEBUG: Tracking packet 28f0fc1b-3177-48a7-ae2d-ab8153b27da3
DEBUG: Tracking packet 622a1347-99a5-4f83-a2f1-733543b7c159
DEBUG: Tracking packet 3680885c-b7d8-4dfc-ad1f-adc359721435
DEBUG: Tracking packet a964c8fe-1390-4ac1-b9e6-d686e67eb128
DEBUG: Tracking packet 11ef4ec3-37b9-4c98-92b4-b961d2169fa5
DEBUG: Tracking packet 57788354-2804-4f05-bc1b-2cc815415f0c
DEBUG: Tracking packet 5084f42d-3085-4a34-8cca-b99d42381476
DEBUG: Tracking packet 2fe925d6-dc8f-44a5-8b83-63930915945c
DEBUG: Tracking packet 7d66c574-5ae8-4363-8ff5-873320504a45
DEBUG: Tracking packet e1b32503-12e4-441b-909f-2d927990119a
DEBUG: Tracking packet c287594c-42aa-4382-b402-ebc2a5168a91
DEBUG: Tracking packet 344736b2-a230-433a-8a63-a5fe0465a9d2
DEBUG: Tracking packet f685ea38-2f36-44cb-8052-3507fb5a3609
DEBUG: Tracking packet c9af29dc-4e3d-4c81-9e03-2043e77a3bf7
DEBUG: Tracking packet 3ba74527-5f35-4e66-9b1f-71d55f1f82b7
DEBUG: Tracking packet efc3669f-8831-4154-9700-4acfe10ba595
DEBUG: Tracking packet d1bdb6cb-c8bf-4c03-869e-2a98a4baf4a1
DEBUG: Tracking packet 1f09e9e9-65b8-447c-b9c2-6de6dd9d620b
DEBUG: Tracking packet 0da1a641-407a-4cbf-9f20-47fd6bf1eb88
DEBUG: Tracking packet c5e2b8b9-25d2-4d6e-bd2f-7e99510c147d
DEBUG: Tracking packet 317090b2-8489-4f6a-9aa0-5f39b8108b8c
DEBUG: Tracking packet 05f20aa5-ba13-4bc0-928a-2d39d87deb3c
DEBUG: Tracking packet 3cf5635e-4f14-426c-8f13-528e63a0e16e
DEBUG: Tracking packet a5a60b01-a305-45c4-af1a-5f82f0a4e7de
DEBUG: Tracking packet e0585d27-df8f-4523-a34f-c854bd7edcc2
DEBUG: Tracking packet f890e3d9-5e21-4055-8ef5-8f6b57242502
DEBUG: Tracking packet 7e11ab92-0dc6-4e1c-ad54-2898d546ceac
DEBUG: Tracking packet 69513646-9cbb-40a2-846a-9916a9e423a5
DEBUG: Tracking packet 41ddd77d-5b17-4a43-854d-fef2c399bcb3
DEBUG: Tracking packet 26b9670a-b21f-4dc3-abbf-3c26b9b2adcc
DEBUG: Tracking packet 037540dd-4dbb-479b-b78e-3492494291b7
DEBUG: Tracking packet ccf08727-2319-48fc-ad14-9b510c11359e
DEBUG: Tracking packet 11bf8f42-c64a-49d2-8ed7-709ae10ab6c9
DEBUG: Tracking packet 078ec28e-4eb6-47b9-987d-7c04f5922397
DEBUG: Tracking packet 9f2fe827-7b62-448e-bce0-561a0f3b7451
DEBUG: Tracking packet 3cfe37c7-1632-4532-a1b3-d4d3dee328e1
DEBUG: Tracking packet bb3041d4-9f75-4096-861b-b731dcfc5ab1
DEBUG: Tracking packet d1d70233-d07b-4bce-957d-b9dfc50593cc
DEBUG: Tracking packet 61a5b0b9-1c98-487c-ae7f-ab67c23c65db
DEBUG: Tracking packet 163ee06a-3a81-4960-aaca-1dbac8bb5e60
DEBUG: Tracking packet 2141c1ef-a8e5-42c7-8882-5d61735f5846
