DEBUG RUN.PY: Loaded Config Features: {'retransmission': True, 'path_reestablishment': True, 'backup_mixes': False, 'parallel_paths': False, 'anonymous_return_addresses': True, 'layered_encryption': True, 'mock_encryption': True, 'dummy_traffic': False}
DEBUG: Creating log file at logs/Testrun_20260130_000248_04_path_reestablishment_short/c4.log
DEBUG: Reliability Thread STARTING
DEBUG: Monitor Loop ENTERED
DEBUG: Tracking packet 5e5b7db1-7729-4207-bd72-ce809a578df4
DEBUG: Tracking packet 7bae7352-5d2e-494e-84e7-9d09e8ff4b04
DEBUG: Tracking packet 700240f3-3373-4309-8ff9-a994e2c69c01
DEBUG: Tracking packet 14f7cb66-86c8-4936-95ec-0e652a692356
DEBUG: Tracking packet 9e35331f-1731-4f27-9da5-a95ec14d1e4b
DEBUG: Tracking packet fc9ac961-9a32-4c50-aa6f-b0a37c30e712
DEBUG: Tracking packet bf91e776-7b73-4cdb-831c-98a0b32d7c2b
DEBUG: Tracking packet 66ca9d17-0414-4d40-8f36-9e9816ac1bc5
DEBUG: Tracking packet d71adce6-986f-42db-9608-22261264b9e2
DEBUG: Tracking packet 964ea3d4-8c78-4408-b0f2-0b9d7fb671ee
DEBUG: Tracking packet 2b00bcab-1bec-4d57-9c27-5bd78d106841
DEBUG: Tracking packet ece49ebe-a256-4698-a986-ada6aeaed775
DEBUG: Tracking packet 4ad30c7c-c2bf-456e-9281-75e14d6125db
DEBUG: Tracking packet c3638658-ce08-4686-b81b-b92cea35e6f5
DEBUG: Tracking packet dd11d144-fc5e-4f1b-8060-9a66a98605e3
DEBUG: Tracking packet 35673180-7921-4460-8e8c-b9063becbf6d
DEBUG: Tracking packet 8d545f8d-4826-4206-aa25-9be4b6625789
DEBUG: Tracking packet 23bdacf4-1da6-438b-bd95-00b55f956997
DEBUG: Tracking packet 3b8e8b50-8545-4a45-ba31-d923246447a7
DEBUG: Tracking packet 76f9c322-71ae-4784-b5d7-047325313c9c
DEBUG: Tracking packet 2b541423-69af-4e62-a0bc-ff3426db4d9e
DEBUG: Tracking packet b9d21289-6f48-4954-b280-c1e6743ea3ce
DEBUG: Tracking packet a496e598-b434-4295-8e51-71c51dd440cf
DEBUG: Tracking packet e1fac016-5d86-40c4-86bc-42a630e6523f
DEBUG: Tracking packet 676dd41b-bf8a-4219-a12d-ac0d9ce5447c
DEBUG: Tracking packet a0c54e95-a0da-4372-b0ab-d155b1fd1f41
DEBUG: Tracking packet f78b85db-64f9-4d03-874d-2e07a0159acd
DEBUG: Tracking packet 997b4be8-d61e-49ae-8ced-d0cf991c6e5c
DEBUG: Tracking packet d4aad87f-ede3-4e91-bdb5-2a5277873a35
DEBUG: Tracking packet 3ab9de6d-4fce-4c31-b27f-934a4a673ec8
DEBUG: Tracking packet c9c0631c-5a65-48fb-9763-45f635bcf26b
DEBUG: Tracking packet b6871c30-8017-45cf-95c5-abdafa221fe6
DEBUG: Tracking packet 4e1a82a8-f8ee-4459-8e97-57361e54dfb5
DEBUG: Tracking packet da63a602-aa20-4f5c-9172-7a0cf0fd2258
DEBUG: Tracking packet b21a7001-d549-4d01-abe8-9188b27ba049
DEBUG: Tracking packet 8e03b818-8aa8-4732-86a7-a974ee947573
DEBUG: Tracking packet c0fe92cd-082d-4875-a260-d681613be113
DEBUG: Tracking packet c5262454-0a30-4439-90ab-f3f25e05dd48
DEBUG: Tracking packet 36c67e54-2bbe-4188-9625-ab0e70acddf9
DEBUG: Tracking packet 1898f8d8-4ef3-4feb-9249-634f31504fe9
DEBUG: Tracking packet ffe3d478-3d77-46c3-a3ec-2db7d4954a54
DEBUG: Tracking packet f2042998-3304-4bbc-b356-a9fd82a34289
DEBUG: Tracking packet ae4c9580-2cd1-4300-b077-3b8b08b2be1f
DEBUG: Tracking packet c58f7261-e8cb-4f0e-821a-61153f910b22
DEBUG: Tracking packet aa13023d-832c-47ef-b1f7-1ae232affd0e
DEBUG: Tracking packet 787f6964-9ca3-4281-89cb-2812fcfeda2c
DEBUG: Tracking packet f1dadc0a-67ad-4c60-956f-f49e59308c9a
DEBUG: Tracking packet 1e6f9233-1752-4683-b6e8-7541dd48ac68
DEBUG: Tracking packet c1d6375d-b9fa-4768-b9fa-3bb04f1c5379
DEBUG: Tracking packet 14b316ee-36f1-46b0-a5f8-63a24391378d
DEBUG: Tracking packet f5a1d392-1b2f-43a4-8d5f-6ed19cfe63ac
DEBUG: Tracking packet 8400cb24-ee69-4d2d-9469-c10b42a921f5
DEBUG: Tracking packet 2428be47-25e6-4323-9256-5f2f9c612066
DEBUG: Tracking packet 4ce5c7ee-3801-4d5f-b5eb-5cbc77db4b63
DEBUG: Tracking packet d94fa49a-67a6-491e-8e87-1130c8ada657
DEBUG: Tracking packet 1dfa7f74-ebae-46ee-9dcd-40c2e9ffa87c
DEBUG: Tracking packet 5071bad6-b594-4a0f-bb8a-2700ba46b79c
DEBUG: Tracking packet 29a32ffd-48f9-4732-82b8-b9353e9a57ab
DEBUG: Tracking packet 28336a1d-0ae9-4f92-9dee-218a90d9b354
DEBUG: Tracking packet 26bc837e-75b8-4d36-b889-16aa64c85e12
DEBUG: Tracking packet 91261968-04b7-4755-b939-09da81a41867
DEBUG: Tracking packet 06ecfdfd-64be-4234-8384-c77634b8a43d
DEBUG: Tracking packet f8781640-ce52-4db2-9f0d-066fd5042bf1
DEBUG: Tracking packet 52329276-c8c6-4fff-b96f-744d4cf9dcb8
DEBUG: Tracking packet 95ca7794-a82f-4b52-9d53-eb39473471ea
DEBUG: Tracking packet 1e3458f0-d5e2-407e-b937-baa1c0fb87ee
DEBUG: Tracking packet 13fc7a7b-90f3-4fb3-bbca-03aa985ced69
DEBUG: Tracking packet ea42f7d9-af22-481d-bf48-8953a9d2aac4
DEBUG: Tracking packet d93c8de0-1f35-4370-a404-96e354b516de
DEBUG: Tracking packet d269317a-73b5-42d7-bdeb-d389cde7ac61
DEBUG: Tracking packet da52532b-d1c0-405b-ad0d-2ea92c70abe0
DEBUG: Tracking packet 0a4706de-ed72-4d66-9deb-e86f6be1979d
DEBUG: Tracking packet 6a88a5a1-fd5e-4314-a028-d58de08f3598
DEBUG: Tracking packet 49ba7828-421d-4845-a6ef-31273a41a7ef
DEBUG: Tracking packet 9dc0227e-1723-4608-85eb-017cdd1e3f7a
DEBUG: Tracking packet ab68452d-dd33-405d-816f-030cfc315ee5
DEBUG: Tracking packet 1f7f4ad0-9b56-4fa3-a291-94580a4cb3ef
DEBUG: Tracking packet 469ef662-4ef8-4619-8409-fbe1bc29ee56
DEBUG: Tracking packet 3258dbb5-467a-461d-a572-fca960c76a9a
DEBUG: Tracking packet 0e817ce9-5a1f-4545-8370-b8b6b65b5919
DEBUG: Tracking packet 865cace6-5c34-44ee-b35a-afefcb62b2e5
DEBUG: Tracking packet 86becb9b-d8bb-422c-950a-ee8e4deae588
DEBUG: Tracking packet 1f9e965e-b642-4983-89f5-00816b0bd628
DEBUG: Tracking packet 820ca642-07cc-4059-b22b-4aca35c01b78
DEBUG: Tracking packet 33d814ef-94ed-46e7-97aa-12af19aa457c
