DEBUG RUN.PY: Loaded Config Features: {'retransmission': True, 'path_reestablishment': True, 'backup_mixes': False, 'parallel_paths': False, 'anonymous_return_addresses': True, 'layered_encryption': True, 'mock_encryption': True, 'dummy_traffic': False}
DEBUG: Creating log file at logs/Testrun_20260130_000248_04_path_reestablishment_short/c5.log
DEBUG: Reliability Thread STARTING
DEBUG: Monitor Loop ENTERED
DEBUG: Tracking packet 023bc7c2-a4cf-408e-99aa-5094675cc543
DEBUG: Tracking packet 59c32858-faa8-4bc4-919c-d9aa55022190
DEBUG: Tracking packet fa981ef6-57da-4c1e-8aa7-59f6d4f156fd
DEBUG: Tracking packet 2a2b6ef2-16ff-4c46-b536-9ec5c45a2dc2
DEBUG: Tracking packet 00c8749b-b9c0-4a89-a8f1-3139218e2dae
DEBUG: Tracking packet 5f318202-e9c1-4c24-8840-bcb8963a0aba
DEBUG: Tracking packet 46aec12f-850e-4cf0-8b15-84639b2d3936
DEBUG: Tracking packet 4e748447-19a6-4f2f-bd85-c2f3b09ebc1a
DEBUG: Tracking packet 51d77e1f-b8de-4dd2-a978-456d16d0ffcf
DEBUG: Tracking packet dbf002de-b39c-41c0-92df-9d66911e0808
DEBUG: Tracking packet 9591c550-4efd-448a-9e7a-55a9b268eb5e
DEBUG: Tracking packet 50634b93-0087-4748-a7fd-faa41ca863aa
DEBUG: Tracking packet 286b5595-3703-4935-94f8-7b6e651e8b57
DEBUG: Tracking packet 4a0f6f9f-2311-4f72-8cc1-bccffc070ee1
DEBUG: Tracking packet 0c499f69-2e12-4046-90c5-4e1235f463a5
DEBUG: Tracking packet 08f4135d-d40e-479c-93f9-23214233d7a2
DEBUG: Tracking packet f3a3e933-c48c-4b02-a7b2-3d2cccbde5d9
DEBUG: Tracking packet 930307e2-91fd-401e-8f59-d8395aef4d69
DEBUG: Tracking packet 4350dd9f-3b94-45bd-9fda-374b57df5c40
DEBUG: Tracking packet 696d9943-e8ca-46f7-9c0d-874e4242c1cb
DEBUG: Tracking packet 97f1c73d-eaba-47ca-9b96-481ba4b3b3a0
DEBUG: Tracking packet fb21678c-1244-4f93-9396-45416016b681
DEBUG: Tracking packet 0ea111b7-a195-4dfd-a46f-bffb1b3077d9
DEBUG: Tracking packet 69cd8087-2980-48e1-ace0-e302898f80f6
DEBUG: Tracking packet cd3aad3f-795f-400f-b4aa-40498e69da04
DEBUG: Tracking packet 76e3b1fb-b0a3-423d-8ef9-f7531818ca81
DEBUG: Tracking packet 21294cb4-8630-477b-99c3-3e2b76064b53
DEBUG: Tracking packet 6cc0abc6-f4e0-4e42-8beb-f202373717fa
DEBUG: Tracking packet e11d5059-a6f4-460e-acbd-7aced70a80aa
DEBUG: Tracking packet ba34d6c6-9512-4e80-bece-0ee26d1b2879
DEBUG: Tracking packet 6e1e0f86-89d0-4915-85c0-9153700bbc60
DEBUG: Tracking packet 315402be-da69-4baa-b8e7-cabbbccec531
DEBUG: Tracking packet f7bc287c-e583-47d4-851e-1260454768fb
DEBUG: Tracking packet f3a6e5d6-33f5-4382-a5b6-2d43e7c7f025
DEBUG: Tracking packet ee9e8de5-80d5-4b61-8b80-7fac1aeceb12
DEBUG: Tracking packet a440d528-e86d-4a34-a80c-ffa9751dfa4b
DEBUG: Tracking packet ad2b485f-3aef-44af-88eb-6e58e604928b
DEBUG: Tracking packet 9808d542-e21d-49c4-a8aa-2abbed421cc2
DEBUG: Tracking packet aeb5bf7a-e87b-43a4-bceb-b41bea62b35f
DEBUG: Tracking packet 91555422-dd7e-4438-86d2-197b7c9a09bd
DEBUG: Tracking packet 0eb680e3-c82f-4680-8b28-069948eebfb9
DEBUG: Tracking packet a24b0f8a-fab4-422a-9668-1741a97abe9c
DEBUG: Tracking packet ae0db6e6-34a8-4cf5-b115-e673af4bc707
DEBUG: Tracking packet 03d81832-9e3f-4cfe-94fe-3e99ca40ff53
DEBUG: Tracking packet 94465153-0e79-446a-9877-48cabdb8fd23
DEBUG: Tracking packet dfa238cb-2ba8-4e4c-8a79-268de7482a21
DEBUG: Tracking packet e217a9d9-ecb7-43a5-bb02-a5bd98b10aa3
DEBUG: Tracking packet d6c887e7-e902-4d7f-9cec-f9ee241d2cf6
DEBUG: Tracking packet ef0927ad-03f0-4630-98e6-0aacc8fb5620
DEBUG: Tracking packet 8b85740c-1bd4-4b51-91b6-c45d8e46be92
DEBUG: Tracking packet b5a9b668-ad76-4746-8384-018f1b3a7c51
DEBUG: Tracking packet f86fb7e7-d513-474e-ac69-7cc234699516
