timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769738665.951761,SENT,3788a3fa-0b71-4c54-bd31-11f7a88ae391,4457810d-6a9c-4b07-ac8b-9b45f49721a2,c2,c5,3375,?,p2,
1769738665.951921,CREATED,e55783c2-0d7e-421a-8845-9913f43c3a5d,5d9a4f3d-0053-4f02-944e-df88a6285f59,c2,c5,27,?,?,surb={'id': '590c1f09-5461-42dd-8f47-ae13c21c667f', 'route': ['p2', 'e5', 'i3', 'x1', 'p2', 'c2']}
1769738668.8812866,SENT,452e94ee-02f4-40e0-8059-621caf70627b,8896196b-b100-4456-9a5b-461912c73ffb,c2,DROP,2021,?,p2,
1769738668.88139,CREATED,d0d21640-d760-4189-b172-7b5a631706ae,a04f4d59-6283-4221-9d87-a9a150de7469,c2,DROP,27,?,?,
1769738669.1873379,RECEIVED,63788322-127f-424c-8a89-43283d8bcf1a,8b89bd29-973d-43a1-bf4c-1f2035d5aada,c1,c2,26,p2,?,surb={'id': '6a8371dd-79a6-4159-a6ae-79f2e2fc51f5', 'route': ['p2', 'e11', 'i8', 'x8', 'p1', 'c1']}
1769738669.2063036,RECEIVED,72d41a8c-2d7c-4399-92cf-4e53c2b6a121,1bf4f631-84a5-4604-b709-c7b3f5fa6e8d,c1,c2,27,p2,?,surb={'id': 'acac1e1f-e875-4719-8f5a-396d6a5ed621', 'route': ['p2', 'e9', 'i2', 'x8', 'p1', 'c1']}
1769738669.268907,RECEIVED,583450be-07f1-416c-bb45-e75bbeac8e38,b4278edc-f846-4275-a957-dfafc289ac8a,c1,c2,26,p2,?,surb={'id': '91f94df9-b5bd-4d59-aa90-159693a24862', 'route': ['p2', 'e12', 'i3', 'x2', 'p1', 'c1']}
1769738670.1724856,SENT,1f69b4db-920c-4467-859c-eb839e74e7f4,17e0f0f4-2ed1-46cb-8937-724aacb39392,c2,c5,3359,?,p2,
1769738670.1726205,CREATED,7379515d-69a9-4eb3-9ebb-a4f6a0bca502,2df1af77-a8bb-4ddd-977a-90c87a70454f,c2,c5,26,?,?,surb={'id': 'fcc221b9-7e3d-4940-bc56-9f22ae74a8f4', 'route': ['p2', 'e8', 'i11', 'x6', 'p2', 'c2']}
1769738670.2849696,SENT,9d18e00d-ca3f-4727-8dc4-8fe2cf113c6a,8c1a59b0-0904-4168-b3c5-e90f5e5f6648,c2,c5,3372,?,p2,
1769738670.2851381,CREATED,5fef8ba4-bbdd-4138-8b57-9b104d32f049,5a4a77ab-4ed1-423b-8b23-da1f3a83dddf,c2,c5,26,?,?,surb={'id': '1fe6385b-3039-4713-9c40-70b381553ed4', 'route': ['p2', 'e10', 'i4', 'x9', 'p2', 'c2']}
1769738670.324313,RECEIVED,6eff9240-3bb4-45b3-a25e-8cd0d08de289,d6511269-6edd-40ae-b96f-eca323625e60,c1,c2,27,p2,?,surb={'id': '70c97bf5-189f-4c13-9b4f-c22c76f69e8c', 'route': ['p2', 'e2', 'i9', 'x2', 'p1', 'c1']}
1769738670.419855,SENT,64df16b0-5108-4ed7-a01d-b8b0d629d93e,fcb8cadf-8cfc-47d9-b3b6-58c38846f0e9,c2,c5,3405,?,p2,
1769738670.4200077,CREATED,e7f43c01-b693-49df-a8a6-87113d3c5711,3bee5638-496b-4052-bf23-99159c6ece53,c2,c5,27,?,?,surb={'id': 'ad23865a-d508-405e-ad65-c9ee15999b71', 'route': ['p2', 'e7', 'i12', 'x2', 'p2', 'c2']}
1769738670.777367,RECEIVED,d48b19e9-d601-47ae-9848-5a090aa8066a,e127a67d-026f-48f3-870a-bcb756a0ad62,c1,c2,26,p2,?,surb={'id': '2e2e375d-2fc8-42e4-971d-3ef0ebdba978', 'route': ['p2', 'e1', 'i1', 'x4', 'p1', 'c1']}
1769738671.1037922,SENT,e4be4988-39d3-421a-8145-7eb924573fb1,b3ed2b4b-2099-43d7-a46d-a2356e2d20b2,c2,c5,3360,?,p2,
1769738671.103925,CREATED,43877eee-9971-4ca3-afc7-c5249d838039,d38a25cf-199d-44d5-8619-92cd3cbb6dd5,c2,c5,27,?,?,surb={'id': '08806035-b3c1-49e9-966b-d9f9555a5704', 'route': ['p2', 'e3', 'i9', 'x6', 'p2', 'c2']}
1769738671.1532788,RECEIVED,f866ddcf-d231-438d-88e7-a6a4a0117b8e,c66540ac-48ac-4a9b-a492-dc95c3bc76a6,c1,c2,27,p2,?,surb={'id': '40e5e5c2-2995-46e2-b9e6-aa622ed26675', 'route': ['p2', 'e9', 'i5', 'x10', 'p1', 'c1']}
1769738671.4943612,SENT,2ae99aaa-954a-4dc1-a9f6-c79fb191bb72,ced7506a-3ec1-401e-be16-fd296fd4913b,c2,c5,3377,?,p2,
1769738671.4944942,CREATED,e19d5028-c6c9-449f-a8ac-275548b4ee01,d2f63b87-b9c7-4ccc-9725-b3f79044c9a1,c2,c5,27,?,?,surb={'id': '4cb1c920-4916-47d6-9777-b04ec9d61f3e', 'route': ['p2', 'e4', 'i4', 'x3', 'p2', 'c2']}
1769738671.5801284,SENT,4daafc67-5bcc-4064-9892-79f88a995a4f,0b3e0fce-6af1-4828-a3b8-9299681fadf0,c2,DROP,2047,?,p2,
1769738671.5802586,CREATED,50e9c22e-7379-460b-8b52-4da9c08bd01d,137f0e26-b3c1-44dd-8f14-b8411c19640c,c2,DROP,27,?,?,
1769738671.6966834,SENT,b70f2b19-26c6-4d91-a76e-e61475021b8c,9f56e781-83e3-437b-96aa-31b2d3c8f1f8,c2,DROP,2015,?,p2,
1769738671.6967988,CREATED,d73382c4-f172-49ed-96cd-7517f7d4d72c,6710bce4-8230-4436-a8b1-d448baf2048a,c2,DROP,27,?,?,
1769738672.113691,SENT,44b0d08b-77cd-449f-bc0d-5410770a1e2f,00fad814-6255-4eda-95e9-2cdef0c70f68,c2,DROP,2016,?,p2,
1769738672.1138306,CREATED,32232ebc-b9f8-4b00-bbc0-5102a52e2094,d5c09197-65c0-419b-9f4b-4f35984f0381,c2,DROP,27,?,?,
1769738672.1448607,RECEIVED,4d1478f0-d176-4e34-bbaa-c13eead1fe5a,06d2b932-469d-4586-bfbe-2682c679bc40,c1,c2,27,p2,?,surb={'id': 'bfb28dcc-079c-4c1e-b2bb-014c0d64e6aa', 'route': ['p2', 'e1', 'i5', 'x2', 'p1', 'c1']}
1769738672.4215817,SENT,f8768f50-405b-4a87-bc95-bbc1b9284263,4c465fe6-aaa8-44a5-bb00-19ba248a97e5,c2,c5,3359,?,p2,
1769738672.4217181,CREATED,1a1dfb46-cc61-486d-8564-4968d9b7ab10,a9e2a2ce-9d5a-4785-a804-386ad0981d34,c2,c5,26,?,?,surb={'id': '84ba3b99-76c4-404c-ac8b-3549437e1138', 'route': ['p2', 'e9', 'i8', 'x11', 'p2', 'c2']}
1769738672.9991636,SENT,2f00146a-7c91-4b31-b04d-0e61fced536e,5a53ac8d-cb6d-4934-bc93-4f6e1c3edd58,c2,c5,3384,?,p2,
1769738672.9993148,CREATED,b6ce105d-4e67-4006-9494-1060ffcd7d1e,e74ca67e-252e-4e64-9bae-c848374745e7,c2,c5,27,?,?,surb={'id': '65629150-fe54-4601-8c65-af42752e8a0c', 'route': ['p2', 'e4', 'i2', 'x7', 'p2', 'c2']}
1769738673.2085624,RECEIVED,fbf0eede-cc73-4049-b824-54ac3259bca3,dfaeb4d4-9ff2-4feb-9561-d4ccf640d899,c1,c2,27,p2,?,surb={'id': '563c3e6b-706a-4e7a-9bd1-fb641bb53328', 'route': ['p2', 'e6', 'i2', 'x9', 'p1', 'c1']}
1769738673.216822,SENT,77e9272b-6f34-491b-ada4-735e76507842,e126905c-06ae-4d2a-a3e3-d63a75a1d950,c2,DROP,2015,?,p2,
1769738673.216938,CREATED,8db94816-1904-4f5c-9060-86c092baaef7,ec087686-995c-444d-b1ba-e44f5f4acfc3,c2,DROP,27,?,?,
1769738673.2980855,RECEIVED,5e6424df-4ea6-4996-993f-ea5130cf50d4,5af666bc-11f4-46d9-ba0a-27a13eeca892,c1,c2,27,p2,?,surb={'id': 'ad125ea8-36b5-4db9-8a80-110f105f9c51', 'route': ['p2', 'e8', 'i12', 'x4', 'p1', 'c1']}
1769738673.3272455,RECEIVED,fd4051c4-44ad-4ecd-b598-63fae6e5b12d,11bb561b-4540-41ca-bb97-ce7989c2bf94,c1,c2,27,p2,?,surb={'id': '5b4044a8-da9f-4629-af88-f962cff0bba7', 'route': ['p2', 'e12', 'i2', 'x1', 'p1', 'c1']}
1769738673.3701816,RECEIVED,806ba619-004e-4230-831b-2324aea71f40,b4f67c9f-7d4b-46d8-adab-12006644f309,c1,c2,27,p2,?,surb={'id': '986ee344-29e1-4766-96a3-819046d23ba4', 'route': ['p2', 'e11', 'i8', 'x10', 'p1', 'c1']}
1769738673.5428436,RECEIVED,8694121c-7d2c-436c-9d6e-5ef381798f18,f5ebe5e9-e7a4-40e6-9889-dc9f1d42c2ba,c1,c2,27,p2,?,surb={'id': 'e576c488-fe44-40be-a85b-958634daccd9', 'route': ['p2', 'e9', 'i5', 'x12', 'p1', 'c1']}
1769738673.7705941,RECEIVED,588978a6-4f8b-416f-ba54-b7b14049bd1e,7c375166-46cc-44bd-bc7c-e9a5bf1f8c22,c1,c2,27,p2,?,surb={'id': 'ed9fb94c-ebf8-45af-8468-2fce4a15039b', 'route': ['p2', 'e1', 'i10', 'x10', 'p1', 'c1']}
1769738674.0414674,RECEIVED,9ed72624-fda4-4a85-b101-e07fd42b5fc5,22bfe500-085c-427d-ae7f-031cf487b8ba,c1,c2,27,p2,?,surb={'id': '09a030da-c8b0-4f11-8948-4ac5aa99209c', 'route': ['p2', 'e5', 'i11', 'x2', 'p1', 'c1']}
1769738674.1394017,SENT,0efd93fb-9989-49a9-8b3f-5ae6af806c61,6e8c95ff-cfee-491c-a8b0-3507b6f61b68,c2,c5,3399,?,p2,
1769738674.139555,CREATED,c0e6b387-102f-4c78-9671-5647663ac134,0af0b3a3-05dc-401c-b35b-e9af7ccf7668,c2,c5,27,?,?,surb={'id': '3e13f363-cf1a-417c-8926-39552cbf288d', 'route': ['p2', 'e5', 'i10', 'x5', 'p2', 'c2']}
1769738674.1832159,RECEIVED,aab5c1cf-a571-4708-9a19-69054b8b9955,4552d2c3-3024-4bbb-89d7-06f4e383fc8e,c1,c2,26,p2,?,surb={'id': '279ce708-2546-4289-b582-b29a8ebc1b8a', 'route': ['p2', 'e6', 'i4', 'x11', 'p1', 'c1']}
1769738674.3897374,SENT,5e7e31ca-8aaa-4318-b126-e091b75638ab,9288bffb-be08-47fb-b553-b62f19d7f5a6,c2,c5,3359,?,p2,
1769738674.3898768,CREATED,f6103ce7-2593-45ae-987a-50a89419b1d6,54cb3d4d-b651-41d2-8ffa-f8d870152741,c2,c5,27,?,?,surb={'id': '0bb62e37-1c13-4b9e-b2f5-4397fec33f42', 'route': ['p2', 'e7', 'i11', 'x1', 'p2', 'c2']}
1769738674.4461076,SENT,0c35d667-9100-433c-985a-400d7db822b8,fd9a3aeb-1b12-4f2c-8914-7146ca083e1f,c2,c5,3384,?,p2,
1769738674.4463532,CREATED,fbd559d3-7151-4fc4-9c55-e5ceaf4ffb07,e1b90a2f-05bc-4ad8-916d-b0a247efa489,c2,c5,27,?,?,surb={'id': '086ee7d5-494c-4a80-9797-da22a626cccd', 'route': ['p2', 'e9', 'i5', 'x5', 'p2', 'c2']}
1769738674.529363,RECEIVED,bd49cf70-80b6-40be-96d4-0b53c598f4dd,65dfe8e5-96ad-4a7b-ae5c-613b75e5f645,c1,c2,27,p2,?,surb={'id': '63736e72-4b1a-455f-b45e-5891b099e004', 'route': ['p2', 'e1', 'i9', 'x1', 'p1', 'c1']}
1769738674.5501387,SENT,f28a11b4-f95e-4900-b0a8-49f611accd63,b59aaa5a-48ac-43a8-a163-5659c3ae70c1,c2,c5,3401,?,p2,
1769738674.5502994,CREATED,bcf34546-8348-4cf9-8912-0d38fbef0359,d3bcc323-1963-4880-84b1-075525939239,c2,c5,27,?,?,surb={'id': '7315daf4-fb1c-44a7-b6fb-ec775c49389f', 'route': ['p2', 'e12', 'i8', 'x3', 'p2', 'c2']}
1769738674.6381524,SENT,b7947920-d897-4580-9455-2b0f77ea1c63,bee60fd5-754d-45c8-ac5b-2de658e5705f,c2,c5,3399,?,p2,
1769738674.6383045,CREATED,36056439-3bb7-4345-8d9e-2d82eb8a9052,e3e3f766-919f-418c-9e82-d635587d9355,c2,c5,27,?,?,surb={'id': '8ef8ef90-1dc2-4098-a8ec-60cf8f1033f9', 'route': ['p2', 'e10', 'i10', 'x6', 'p2', 'c2']}
1769738674.6641595,RECEIVED,10752d25-5e91-47b3-8c0a-44fd4a30a6a6,0aad7224-ceaa-40ef-9f8b-09ac5d309344,c1,c2,27,p2,?,surb={'id': '0cd67ade-aff9-4d03-8af1-09b66155c6a7', 'route': ['p2', 'e2', 'i11', 'x10', 'p1', 'c1']}
1769738675.0554216,SENT,3b9497b3-a84e-4770-8c0d-f588d882abec,c0566c56-763d-4321-bc58-516d7b63cda1,c2,c5,3376,?,p2,
1769738675.0555525,CREATED,76bbc433-3253-4eea-bd1b-11f002cdda58,7d655859-61ae-49d5-bc5b-9d7372484aae,c2,c5,27,?,?,surb={'id': 'd0c6e38c-7c1a-4972-97ae-7a8f03180bfb', 'route': ['p2', 'e7', 'i7', 'x4', 'p2', 'c2']}
1769738675.2384157,RECEIVED,0217af45-bb42-4c2b-a663-a1084899157d,823ce099-12f5-4e48-8348-353b636b61f5,c1,c2,27,p2,?,surb={'id': 'e6efc53a-0354-4f51-b908-ea2819b4e915', 'route': ['p2', 'e8', 'i9', 'x2', 'p1', 'c1']}
1769738675.4597547,SENT,385c6dee-d74e-4dba-9080-628f34cade90,224a7e26-19b4-4665-8367-0adfd1bf221f,c2,c5,3384,?,p2,
1769738675.4599013,CREATED,a7685dd8-353c-4d60-8483-972c80b5c432,5ce3b9a6-c504-4376-b0ac-e5f8ef9f6b2e,c2,c5,26,?,?,surb={'id': '4333566a-d591-498d-b3e8-4338e66b37e9', 'route': ['p2', 'e3', 'i10', 'x12', 'p2', 'c2']}
1769738675.4785185,RECEIVED,f1de905f-939d-4af3-bc39-7f3e377fe26c,f2eec8a1-72b5-452e-ae38-91329f270c27,c1,c2,27,p2,?,surb={'id': 'cf903034-ea33-455e-9e1b-be63e1695392', 'route': ['p2', 'e9', 'i4', 'x8', 'p1', 'c1']}
1769738675.5173757,SENT,7fdc5896-6d35-4a3b-aadd-319a048ee423,da89ab35-21e2-4c70-a265-e521b5db1dc8,c2,c5,3360,?,p2,
1769738675.517537,CREATED,47fd5455-ec6f-4ac1-a787-c326b595214e,f44f9b6e-a90a-4f59-9d3b-02e54e1ccf40,c2,c5,24,?,?,surb={'id': '481b4cb2-9bcf-455d-9b71-2fc1ae556e27', 'route': ['p2', 'e3', 'i8', 'x8', 'p2', 'c2']}
1769738675.5405064,SENT,c7562bde-97e2-49fe-bdc2-d791c5d30c77,81166962-a89c-401c-b183-1a116d2f7d79,c2,c5,3388,?,p2,
1769738675.5406384,CREATED,fef3cb5b-3e29-4837-806e-bfc38a705c29,cb099bdc-7d79-4226-b0a0-456056b9a66e,c2,c5,27,?,?,surb={'id': 'adb44cbf-5224-4291-a798-322127fd1723', 'route': ['p2', 'e10', 'i10', 'x8', 'p2', 'c2']}
1769738675.7388756,SENT,44d863cd-8d1c-414f-9f57-672c89ed042a,68db4b38-93e7-4ee6-972f-b307b4fe74d5,c2,c5,3367,?,p2,
1769738675.7390232,CREATED,0cecb4b7-3caa-43d9-9185-147df2213d02,33ebd555-1d2f-4f2e-a49a-ea422eb48671,c2,c5,27,?,?,surb={'id': '0baac8cd-74e1-47a6-bee8-6482a47d3ab2', 'route': ['p2', 'e9', 'i3', 'x10', 'p2', 'c2']}
1769738675.7673664,SENT,c50dfb10-5609-4055-bdc5-4e7999ca9453,d6b61a1b-7cb8-4321-8ec4-00e62d8fee81,c2,c5,3388,?,p2,
1769738675.7675173,CREATED,cd3d12d5-7655-434c-a160-f21d36d4c0fb,a30e8b25-e9e4-4587-9853-dfec0bd8ffe4,c2,c5,27,?,?,surb={'id': '9977b3c6-be8e-46b1-b4b5-fbdd18bb0d3f', 'route': ['p2', 'e10', 'i9', 'x11', 'p2', 'c2']}
1769738676.2252417,RECEIVED,5eb87c48-d3a1-437b-86a8-809ece91dd25,6f83df07-50cc-4b94-bfec-747dd8a4c155,c1,c2,27,p2,?,surb={'id': '93af69f6-700b-4408-9f68-784e3d1acb31', 'route': ['p2', 'e10', 'i1', 'x2', 'p1', 'c1']}
1769738676.2539463,SENT,e1ba34e6-cdd5-46d4-b9ad-72462b42bde8,19e82609-6cd5-4ac5-83ef-ee869d4cac05,c2,c5,3394,?,p2,
1769738676.2541177,CREATED,e0b69fb4-8f9f-4449-93d0-05855ec8113f,93a00961-abf7-4422-8922-b25f99e338f9,c2,c5,27,?,?,surb={'id': 'ca13265f-be7e-4256-8963-bd873715f379', 'route': ['p2', 'e8', 'i4', 'x11', 'p2', 'c2']}
1769738676.3332682,SENT,3746e932-9658-449f-96cd-6a4234bfe095,e1e23bdd-4173-415d-9c38-4ffd7e8a43c3,c2,c5,3380,?,p2,
1769738676.3334017,CREATED,98182c36-dcb7-4e25-8750-be65e617ce58,b39edc0a-2ea6-4e87-952c-926db1be29d9,c2,c5,26,?,?,surb={'id': '18966791-2b83-4c4e-bd6f-4cca365edb47', 'route': ['p2', 'e9', 'i8', 'x11', 'p2', 'c2']}
1769738676.3681927,RECEIVED,9be8a209-7f69-4628-9a3f-6566366d5afe,daddf659-99cc-4712-921b-e8538187ba8c,c1,c2,26,p2,?,surb={'id': '7defe163-f766-4396-a810-65f72affd996', 'route': ['p2', 'e11', 'i4', 'x1', 'p1', 'c1']}
1769738676.4291925,SENT,f0b1a0d4-2e0e-453f-9a33-c36c2a5bf0ae,5c760f76-d9a3-482d-b5da-cdff336e6389,c2,c5,3395,?,p2,
1769738676.4293203,CREATED,1add4b2d-1ff4-4b58-a9f1-ef20883645c3,84f68854-3d08-4d17-b532-d48d2db5b60a,c2,c5,27,?,?,surb={'id': '45b54652-4f09-4911-aeaa-4a231cbc6630', 'route': ['p2', 'e7', 'i1', 'x12', 'p2', 'c2']}
1769738676.5518026,SENT,0d6f5cc3-0b62-4fa2-a83b-e5a37de85f5a,2eca9a39-9f36-410e-86e2-d42698b1c62c,c2,DROP,2016,?,p2,
1769738676.5519333,CREATED,6d56e08f-d9f3-4484-a4bf-cfae1331944b,a2a7ebf4-031d-4d39-b8db-fab059d28246,c2,DROP,27,?,?,
1769738676.6882029,SENT,a7651897-b089-4ad4-9f96-38d0f1837276,c8263bc7-376a-4c66-9bbd-455353fcad00,c2,c5,3383,?,p2,
1769738676.6883523,CREATED,d594508f-3a67-4185-95a2-687f95acf4ad,9f7be923-80f6-4825-82cb-866ca0ed2889,c2,c5,26,?,?,surb={'id': 'f98867b2-e052-4bf3-901c-346eede477a1', 'route': ['p2', 'e6', 'i5', 'x6', 'p2', 'c2']}
1769738676.9578288,RECEIVED,71046468-50f6-4587-9613-d4fe661915e8,1cb94b24-01ad-47d3-8785-b60dcb922858,c1,c2,26,p2,?,surb={'id': '7ad739e0-135f-4b13-b2d0-b3975d7abb4a', 'route': ['p2', 'e10', 'i4', 'x1', 'p1', 'c1']}
1769738677.00554,SENT,ef2cee92-0e90-4145-b0ef-66a73da02781,7f0d96dc-c15a-497f-8518-0dded2c69270,c2,c5,3401,?,p2,
1769738677.005661,CREATED,1e568458-95cc-45ec-ad5d-832b4859b4e7,fd7cbfd2-7fcc-4201-963c-4de7c16ba229,c2,c5,27,?,?,surb={'id': '31892f4c-845b-4e2c-883c-3309f2ed5996', 'route': ['p2', 'e7', 'i5', 'x4', 'p2', 'c2']}
1769738677.1685581,SENT,51396309-c83a-4f3f-ac14-3e0385979cde,f044ee1f-d25d-4433-b8b5-ce86e30c1f8c,c2,DROP,2053,?,p2,
1769738677.1686761,CREATED,949db0f5-e3a2-47cd-8602-3b02b89af6b0,f2df03ac-cfb4-4a45-8e17-881c18e984cb,c2,DROP,27,?,?,
1769738677.65269,RECEIVED,59aea56f-a0ce-4a1a-a804-297ac988e033,00c153b9-8812-4126-ab8d-dd42b3b012ee,c1,c2,27,p2,?,surb={'id': 'd3b08009-3dee-4dad-af31-ceb6297521ce', 'route': ['p2', 'e8', 'i3', 'x5', 'p1', 'c1']}
1769738677.898306,SENT,ab489a04-6c01-40cb-9e03-de2e0d819f40,76e965b3-3867-488f-86be-88180cf62db5,c2,DROP,2015,?,p2,
